"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"20041",26," Private"," Some-college"," Never-married"," Transport-moving"," Not-in-family"," Black"," Male",75," <=50K"
"20042",30," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"20043",68," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," >50K"
"20044",23," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",80," <=50K"
"20045",65," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",24," <=50K"
"20046",32," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",44," <=50K"
"20051",32," Local-gov"," Some-college"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",50," <=50K"
"20053",35," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",45," >50K"
"20055",24," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"20056",50," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20057",38," Self-emp-not-inc"," HS-grad"," Separated"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20059",38," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",60," <=50K"
"20060",49," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20061",25," Private"," Bachelors"," Never-married"," Tech-support"," Own-child"," White"," Female",16," <=50K"
"20062",56," Private"," Some-college"," Married-spouse-absent"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"20063",32," Private"," 11th"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"20064",22," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"20066",33," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20068",62," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",48," <=50K"
"20070",26," Local-gov"," Bachelors"," Never-married"," Protective-serv"," Own-child"," White"," Male",40," <=50K"
"20071",46," Private"," Some-college"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," >50K"
"20075",46," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," >50K"
"20076",43," Local-gov"," Assoc-voc"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20079",48," Private"," HS-grad"," Widowed"," Handlers-cleaners"," Other-relative"," White"," Female",48," <=50K"
"20081",45," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20082",56," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"20084",56," Local-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20085",21," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," Black"," Male",10," <=50K"
"20086",26," Private"," 11th"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"20087",38," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"20088",27," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20090",37," State-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"20091",63," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",30," <=50K"
"20092",27," State-gov"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," Amer-Indian-Eskimo"," Male",38," >50K"
"20093",20," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",25," <=50K"
"20098",39," Private"," Assoc-voc"," Divorced"," Other-service"," Not-in-family"," Amer-Indian-Eskimo"," Female",40," <=50K"
"20101",65," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20102",54," Local-gov"," Assoc-voc"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"20103",39," Private"," 7th-8th"," Never-married"," Other-service"," Own-child"," White"," Male",35," <=50K"
"20104",24," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," Black"," Female",40," <=50K"
"20105",36," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",40," <=50K"
"20107",52," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," >50K"
"20109",43," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20110",44," Private"," Assoc-voc"," Never-married"," Priv-house-serv"," Not-in-family"," White"," Male",25," <=50K"
"20111",47," Federal-gov"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"20112",32," Private"," 12th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"20114",33," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",38," <=50K"
"20115",52," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"20116",49," Private"," 7th-8th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20118",62," Self-emp-not-inc"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",6," <=50K"
"20119",44," Private"," Some-college"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",55," <=50K"
"20122",40," Federal-gov"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"20123",46," Private"," 7th-8th"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",50," <=50K"
"20124",22," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"20125",37," Self-emp-not-inc"," Bachelors"," Divorced"," Tech-support"," Not-in-family"," White"," Male",15," <=50K"
"20129",44," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",68," <=50K"
"20132",26," Private"," Bachelors"," Divorced"," Other-service"," Not-in-family"," White"," Female",45," <=50K"
"20134",21," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",28," <=50K"
"20138",56," Private"," 10th"," Married-civ-spouse"," Sales"," Wife"," Asian-Pac-Islander"," Female",30," >50K"
"20140",32," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",50," <=50K"
"20141",47," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," >50K"
"20142",26," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"20144",23," Private"," Assoc-voc"," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"20146",55," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",25," <=50K"
"20147",23," Private"," Some-college"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",25," <=50K"
"20149",42," Local-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"20150",29," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",15," <=50K"
"20151",48," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"20154",46," Private"," Assoc-voc"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"20155",34," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"20156",27," State-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20157",18," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"20158",18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",24," <=50K"
"20159",42," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20161",36," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"20168",52," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",60," <=50K"
"20169",60," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"20171",64," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20172",25," Private"," 1st-4th"," Never-married"," Other-service"," Other-relative"," White"," Male",25," <=50K"
"20173",63," Private"," 7th-8th"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"20174",54," Local-gov"," Assoc-voc"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20175",21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"20177",63," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"20179",22," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",35," <=50K"
"20180",54," Private"," 7th-8th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20181",54," Private"," 10th"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"20182",60," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"20183",19," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",25," <=50K"
"20184",25," Local-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20185",51," Local-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"20186",47," Federal-gov"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20187",44," Self-emp-not-inc"," 10th"," Never-married"," Craft-repair"," Own-child"," White"," Male",50," <=50K"
"20189",57," Private"," HS-grad"," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",57," <=50K"
"20190",22," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",34," <=50K"
"20191",36," State-gov"," Some-college"," Divorced"," Other-service"," Unmarried"," Black"," Female",20," <=50K"
"20193",39," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20195",41," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"20197",40," Self-emp-inc"," Assoc-acdm"," Divorced"," Sales"," Unmarried"," White"," Female",40," <=50K"
"20198",30," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20199",25," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",37," <=50K"
"20200",25," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",36," >50K"
"20203",34," Self-emp-not-inc"," Assoc-acdm"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",25," <=50K"
"20204",22," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," White"," Male",40," <=50K"
"20205",18," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"20207",45," Private"," HS-grad"," Divorced"," Sales"," Unmarried"," Black"," Male",40," <=50K"
"20208",19," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20209",33," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",65," <=50K"
"20210",45," State-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"20212",40," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",35," <=50K"
"20214",25," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20215",22," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",32," <=50K"
"20216",52," Private"," Some-college"," Never-married"," Adm-clerical"," Unmarried"," White"," Male",45," <=50K"
"20220",24," Private"," Some-college"," Divorced"," Other-service"," Not-in-family"," Black"," Male",40," <=50K"
"20221",37," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",40," <=50K"
"20222",49," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"20224",35," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"20226",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Male",20," <=50K"
"20227",48," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",55," >50K"
"20229",26," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"20232",54," Private"," 10th"," Divorced"," Other-service"," Not-in-family"," White"," Male",70," <=50K"
"20233",40," Private"," Bachelors"," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",40," <=50K"
"20234",51," Private"," Some-college"," Separated"," Exec-managerial"," Not-in-family"," Black"," Female",40," <=50K"
"20235",60," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",50," <=50K"
"20236",22," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Male",8," <=50K"
"20237",20," Private"," HS-grad"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"20243",48," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," >50K"
"20244",37," Private"," Masters"," Separated"," Exec-managerial"," Not-in-family"," White"," Male",60," >50K"
"20245",20," Private"," 12th"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
"20246",41," State-gov"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20248",39," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"20250",80," Private"," Assoc-voc"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",24," <=50K"
"20251",59," State-gov"," 10th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," <=50K"
"20253",39," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"20254",56," Self-emp-not-inc"," Some-college"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," Black"," Male",50," <=50K"
"20255",69," Local-gov"," HS-grad"," Widowed"," Adm-clerical"," Not-in-family"," Black"," Female",20," <=50K"
"20256",49," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"20257",33," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"20258",28," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," >50K"
"20259",49," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"20261",42," Private"," Some-college"," Divorced"," Other-service"," Unmarried"," White"," Female",32," <=50K"
"20264",26," Private"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"20265",43," Private"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"20266",28," Private"," 10th"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," <=50K"
"20268",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Female",8," <=50K"
"20271",24," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"20275",19," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",30," <=50K"
"20276",43," Private"," Some-college"," Married-spouse-absent"," Sales"," Not-in-family"," White"," Male",45," <=50K"
"20278",48," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," >50K"
"20279",50," Local-gov"," Assoc-voc"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"20280",21," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Male",25," <=50K"
"20281",36," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," Black"," Female",40," <=50K"
"20282",33," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",36," <=50K"
"20284",49," State-gov"," Masters"," Married-civ-spouse"," Sales"," Husband"," White"," Male",80," >50K"
"20285",34," Private"," Bachelors"," Never-married"," Sales"," Unmarried"," Black"," Male",45," <=50K"
"20287",39," Private"," HS-grad"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"20289",32," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",40," >50K"
"20291",46," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," >50K"
"20293",40," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",52," >50K"
"20294",47," Private"," 11th"," Divorced"," Craft-repair"," Own-child"," White"," Male",8," <=50K"
"20295",19," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",30," <=50K"
"20296",22," Private"," Some-college"," Never-married"," Adm-clerical"," Other-relative"," White"," Female",16," <=50K"
"20297",20," Private"," Some-college"," Never-married"," Protective-serv"," Own-child"," White"," Female",16," <=50K"
"20301",41," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",40," <=50K"
"20302",28," Private"," HS-grad"," Separated"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20304",24," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"20307",26," Self-emp-not-inc"," HS-grad"," Never-married"," Prof-specialty"," Own-child"," Black"," Female",40," <=50K"
"20309",24," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20310",58," Federal-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",40," >50K"
"20311",41," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"20312",38," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Sales"," Husband"," White"," Male",35," >50K"
"20313",21," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20314",33," Private"," Some-college"," Never-married"," Exec-managerial"," Own-child"," White"," Male",45," <=50K"
"20316",40," Private"," 10th"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",40," <=50K"
"20317",47," Local-gov"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20318",41," Private"," Bachelors"," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",40," <=50K"
"20319",38," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"20320",50," Private"," 7th-8th"," Divorced"," Other-service"," Other-relative"," White"," Female",40," <=50K"
"20323",33," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"20325",65," Private"," Masters"," Divorced"," Sales"," Not-in-family"," White"," Male",28," <=50K"
"20326",24," Private"," 11th"," Never-married"," Transport-moving"," Own-child"," White"," Male",39," <=50K"
"20328",55," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20329",66," Private"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",8," <=50K"
"20331",37," Private"," Bachelors"," Never-married"," Adm-clerical"," Other-relative"," Black"," Female",40," <=50K"
"20333",21," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20335",27," Private"," Masters"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," <=50K"
"20337",24," Private"," Bachelors"," Never-married"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"20340",26," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20342",21," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",60," <=50K"
"20344",45," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"20345",76," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",30," <=50K"
"20349",23," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"20353",37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"20357",63," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"20358",35," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20359",47," Private"," 9th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",56," <=50K"
"20360",41," Private"," Some-college"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"20361",50," Self-emp-not-inc"," HS-grad"," Divorced"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",60," <=50K"
"20362",26," Self-emp-inc"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",50," <=50K"
"20363",36," Local-gov"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",42," >50K"
"20368",32," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"20370",40," Self-emp-inc"," Bachelors"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"20371",56," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20372",50," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20373",28," Private"," 9th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",42," <=50K"
"20374",28," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20375",19," Self-emp-not-inc"," 11th"," Never-married"," Adm-clerical"," Own-child"," White"," Female",30," <=50K"
"20376",44," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20379",31," Private"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20381",21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20383",58," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," >50K"
"20384",35," Private"," Bachelors"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",40," <=50K"
"20385",35," Private"," Assoc-voc"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",40," <=50K"
"20387",40," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," >50K"
"20388",33," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," >50K"
"20389",38," Self-emp-not-inc"," Some-college"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",40," <=50K"
"20390",50," Self-emp-not-inc"," Assoc-voc"," Never-married"," Other-service"," Not-in-family"," White"," Male",50," <=50K"
"20391",66," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," >50K"
"20392",36," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"20393",33," Private"," 11th"," Never-married"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"20395",46," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20396",36," Private"," Assoc-acdm"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"20398",30," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",32," <=50K"
"20399",29," Private"," 12th"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",42," <=50K"
"20401",24," Private"," HS-grad"," Separated"," Sales"," Unmarried"," White"," Female",48," <=50K"
"20402",42," Self-emp-not-inc"," Some-college"," Separated"," Other-service"," Unmarried"," Black"," Female",50," <=50K"
"20403",26," Private"," HS-grad"," Separated"," Exec-managerial"," Own-child"," White"," Female",40," <=50K"
"20404",37," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"20405",27," Private"," 5th-6th"," Never-married"," Farming-fishing"," Unmarried"," White"," Male",48," <=50K"
"20406",26," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",48," <=50K"
"20407",23," Private"," Assoc-voc"," Never-married"," Craft-repair"," Unmarried"," White"," Male",50," <=50K"
"20408",60," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," >50K"
"20409",49," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"20410",46," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"20411",21," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"20413",70," Self-emp-inc"," 9th"," Divorced"," Sales"," Not-in-family"," White"," Male",45," <=50K"
"20414",44," Local-gov"," Masters"," Never-married"," Prof-specialty"," Own-child"," White"," Female",55," <=50K"
"20416",41," Private"," Assoc-acdm"," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",40," <=50K"
"20417",54," Private"," 7th-8th"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",40," <=50K"
"20418",42," Self-emp-inc"," Masters"," Divorced"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Male",60," >50K"
"20419",28," Private"," 10th"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"20420",65," Private"," 11th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",20," <=50K"
"20421",35," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Other-relative"," White"," Male",35," <=50K"
"20422",82," Private"," 5th-6th"," Widowed"," Other-service"," Unmarried"," White"," Male",20," <=50K"
"20425",68," Private"," Masters"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",20," <=50K"
"20426",42," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"20428",54," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",40," <=50K"
"20431",17," Private"," 9th"," Never-married"," Other-service"," Own-child"," White"," Female",35," <=50K"
"20432",46," Self-emp-not-inc"," HS-grad"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",50," <=50K"
"20434",37," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"20438",31," Private"," HS-grad"," Never-married"," Sales"," Unmarried"," Black"," Female",24," <=50K"
"20439",23," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"20440",17," Private"," 12th"," Never-married"," Other-service"," Own-child"," White"," Female",25," <=50K"
"20441",63," Private"," Preschool"," Married-civ-spouse"," Prof-specialty"," Husband"," Other"," Male",30," <=50K"
