"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"25604",28," Private"," Some-college"," Divorced"," Other-service"," Other-relative"," Black"," Male",24," <=50K"
"29688",45," Self-emp-inc"," Assoc-voc"," Divorced"," Sales"," Unmarried"," White"," Female",30," <=50K"
"29465",52," Local-gov"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"10884",46," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Female",48," <=50K"
"2866",30," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",40," <=50K"
"20152",36," Private"," Some-college"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"27766",19," Private"," 11th"," Never-married"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"19882",19," Private"," 12th"," Never-married"," Other-service"," Own-child"," White"," Female",20," <=50K"
"15651",68," Self-emp-not-inc"," Some-college"," Divorced"," Transport-moving"," Not-in-family"," White"," Female",20," <=50K"
"12138",69," Private"," HS-grad"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",12," <=50K"
"3542",39," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
"21367",28," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"3714",41," Private"," HS-grad"," Divorced"," Protective-serv"," Own-child"," White"," Male",40," <=50K"
"22691",23," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",15," <=50K"
"8811",37," Federal-gov"," HS-grad"," Divorced"," Tech-support"," Unmarried"," White"," Female",40," <=50K"
"17045",30," Private"," 11th"," Married-spouse-absent"," Handlers-cleaners"," Unmarried"," White"," Female",40," <=50K"
"14296",56," Local-gov"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"27732",47," Private"," HS-grad"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",43," <=50K"
"28532",24," Private"," Some-college"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"12143",55," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",35," <=50K"
"6848",48," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",8," <=50K"
"32269",42," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"29049",48," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"20021",36," State-gov"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",55," <=50K"
"30894",18," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",9," <=50K"
"4206",25," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",10," <=50K"
"30381",27," Private"," HS-grad"," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",43," <=50K"
"13222",47," Self-emp-not-inc"," Some-college"," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",40," <=50K"
"29060",36," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"1620",38," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"15045",36," Federal-gov"," Some-college"," Separated"," Adm-clerical"," Unmarried"," Black"," Female",56," <=50K"
"830",24," Self-emp-inc"," Bachelors"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"18412",29," Private"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"27249",26," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",45," <=50K"
"13574",35," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",40," <=50K"
"28974",46," State-gov"," Some-college"," Divorced"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",40," <=50K"
"27164",26," Federal-gov"," Assoc-voc"," Never-married"," Craft-repair"," Own-child"," White"," Male",50," <=50K"
"28857",32," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",38," <=50K"
"27489",27," Private"," 5th-6th"," Never-married"," Other-service"," Not-in-family"," White"," Male",75," <=50K"
"9774",21," Private"," Assoc-acdm"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"22257",21," Private"," Some-college"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"11282",18," Private"," 11th"," Never-married"," Adm-clerical"," Own-child"," White"," Female",15," <=50K"
"26412",60," Private"," Bachelors"," Divorced"," Exec-managerial"," Own-child"," White"," Male",60," <=50K"
"21072",26," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",40," <=50K"
"29",39," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",80," <=50K"
"2668",38," Private"," 5th-6th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",75," <=50K"
"16342",63," Private"," Some-college"," Widowed"," Sales"," Not-in-family"," White"," Female",20," <=50K"
"27562",50," Private"," 11th"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"15979",25," Private"," Some-college"," Never-married"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"27055",28," Private"," Some-college"," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",40," <=50K"
"703",21," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",30," <=50K"
"24815",37," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",30," <=50K"
"5750",61," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"13862",29," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",48," <=50K"
"6962",51," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"10950",21," Private"," 9th"," Married-spouse-absent"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"27279",17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Male",25," <=50K"
"24005",51," Private"," HS-grad"," Separated"," Handlers-cleaners"," Unmarried"," White"," Female",40," <=50K"
"2145",34," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"2448",29," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",25," <=50K"
"16511",33," State-gov"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",37," <=50K"
"2321",40," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"22890",19," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"17335",37," Private"," 10th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"6667",58," Private"," 11th"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",48," <=50K"
"10283",27," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"2669",37," Self-emp-not-inc"," Some-college"," Separated"," Other-service"," Own-child"," White"," Female",40," <=50K"
"24751",34," Private"," HS-grad"," Separated"," Other-service"," Not-in-family"," White"," Female",35," <=50K"
"26875",40," Private"," 9th"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",45," <=50K"
"24391",49," State-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",50," <=50K"
"14365",23," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"28702",64," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",5," <=50K"
"3718",29," Private"," Bachelors"," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"1298",41," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"7839",25," Private"," Assoc-acdm"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"6721",48," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," <=50K"
"16451",49," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",38," <=50K"
"17178",29," Private"," Some-college"," Never-married"," Transport-moving"," Unmarried"," White"," Male",40," <=50K"
"5798",22," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"8164",31," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"2889",34," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"7441",39," Local-gov"," 11th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"6254",42," Private"," HS-grad"," Widowed"," Sales"," Unmarried"," White"," Male",40," <=50K"
"28667",40," State-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",38," <=50K"
"7811",27," Self-emp-not-inc"," Assoc-acdm"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",78," <=50K"
"11364",32," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",47," <=50K"
"4481",30," Private"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"5257",21," Private"," Bachelors"," Never-married"," Other-service"," Own-child"," White"," Female",20," <=50K"
"16884",29," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," White"," Female",42," <=50K"
"29204",38," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"23021",38," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"12843",24," Private"," Assoc-acdm"," Never-married"," Sales"," Not-in-family"," White"," Male",35," <=50K"
"13444",41," Private"," Prof-school"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"4716",22," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"20330",43," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"23697",29," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"21161",36," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"8736",36," Private"," Assoc-acdm"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"13904",39," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",60," <=50K"
"19170",36," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",48," <=50K"
"15561",53," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," <=50K"
"23130",31," Federal-gov"," Assoc-voc"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"12485",27," State-gov"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"29877",19," Private"," 1st-4th"," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",40," <=50K"
"21612",24," Private"," Assoc-voc"," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"13276",27," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",45," <=50K"
"19330",33," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"27252",49," Private"," Bachelors"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",35," <=50K"
"29572",45," Private"," 11th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",42," <=50K"
"2730",21," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Male",35," <=50K"
"20178",37," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",30," <=50K"
"3445",59," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",50," <=50K"
"15407",32," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",45," <=50K"
"31400",28," Local-gov"," HS-grad"," Never-married"," Adm-clerical"," Other-relative"," White"," Male",20," <=50K"
"12015",41," Local-gov"," Bachelors"," Divorced"," Protective-serv"," Unmarried"," White"," Female",40," <=50K"
"17964",32," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," Black"," Male",38," <=50K"
"14493",22," Private"," HS-grad"," Never-married"," Prof-specialty"," Own-child"," White"," Female",20," <=50K"
"16277",24," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"25971",31," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"9845",40," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",28," <=50K"
"2879",31," Private"," 7th-8th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"11479",73," Local-gov"," 5th-6th"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",20," <=50K"
"29396",53," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"9336",38," Private"," Assoc-voc"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"26016",31," Private"," Some-college"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",25," <=50K"
"1431",49," Private"," Assoc-voc"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," <=50K"
"30918",41," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"8073",44," Self-emp-not-inc"," Assoc-acdm"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",99," <=50K"
"20454",37," Private"," Some-college"," Never-married"," Transport-moving"," Unmarried"," White"," Female",20," <=50K"
"2648",50," Private"," 7th-8th"," Married-civ-spouse"," Sales"," Husband"," Other"," Male",49," <=50K"
"23527",29," Private"," HS-grad"," Never-married"," Transport-moving"," Other-relative"," Other"," Male",40," <=50K"
"27946",36," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"3871",24," Private"," 10th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"11872",40," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",35," <=50K"
"12591",31," Private"," Some-college"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",40," <=50K"
"3559",24," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",50," <=50K"
"20324",34," Federal-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"22118",39," Private"," Assoc-voc"," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",40," <=50K"
"8954",41," Private"," Bachelors"," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",30," <=50K"
"30852",29," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",48," <=50K"
"25812",57," Local-gov"," HS-grad"," Divorced"," Protective-serv"," Not-in-family"," White"," Female",40," <=50K"
"10056",39," State-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"13881",53," Local-gov"," Some-college"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",35," <=50K"
"18148",58," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"13879",18," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",25," <=50K"
"28217",47," Local-gov"," 12th"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",35," <=50K"
"21325",20," State-gov"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",15," <=50K"
"29674",17," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",15," <=50K"
"23068",34," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Male",40," <=50K"
"415",31," State-gov"," Some-college"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"20412",48," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"12734",29," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"15714",30," Self-emp-inc"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"5933",20," Local-gov"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",40," <=50K"
"14469",36," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",17," <=50K"
"32506",33," Private"," 10th"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Male",40," <=50K"
"11493",30," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"22578",45," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," <=50K"
"1038",37," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",75," <=50K"
"26380",56," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"20176",27," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"27386",42," Private"," 11th"," Divorced"," Sales"," Unmarried"," White"," Male",50," <=50K"
"17717",29," Local-gov"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"4099",19," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"14377",33," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," <=50K"
"16403",24," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",42," <=50K"
"17216",43," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",60," <=50K"
"23407",35," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"1062",61," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"6821",17," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Male",20," <=50K"
"10314",64," Federal-gov"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"28942",28," Private"," HS-grad"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"29044",23," Private"," Some-college"," Never-married"," Other-service"," Unmarried"," White"," Male",35," <=50K"
"10275",41," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"25969",34," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",48," <=50K"
"23388",48," Private"," Some-college"," Separated"," Adm-clerical"," Unmarried"," White"," Female",44," <=50K"
"17583",48," Self-emp-inc"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"17635",40," Self-emp-not-inc"," Assoc-acdm"," Never-married"," Prof-specialty"," Own-child"," Black"," Female",2," <=50K"
"23668",23," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"31239",27," Private"," Some-college"," Married-spouse-absent"," Sales"," Not-in-family"," White"," Female",25," <=50K"
"12475",36," Private"," Assoc-voc"," Divorced"," Sales"," Unmarried"," White"," Female",40," <=50K"
"18777",44," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Female",46," <=50K"
"19694",43," Private"," HS-grad"," Divorced"," Other-service"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"28663",43," Private"," Some-college"," Divorced"," Other-service"," Not-in-family"," White"," Male",30," <=50K"
"5184",43," State-gov"," Prof-school"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",50," <=50K"
"22003",32," Private"," Assoc-voc"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"18514",33," Private"," 11th"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",38," <=50K"
"24504",38," Private"," 9th"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"15455",36," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",35," <=50K"
"4651",31," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"28717",56," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"3497",18," Private"," 11th"," Never-married"," Other-service"," Other-relative"," Black"," Male",15," <=50K"
"14085",31," Private"," 1st-4th"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",37," <=50K"
"30082",39," Private"," Assoc-voc"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"12954",26," Private"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"27281",25," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",40," <=50K"
"32000",22," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",15," <=50K"
"16216",48," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"11654",29," Private"," Assoc-acdm"," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"10636",36," Federal-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," <=50K"
"23647",42," Private"," 5th-6th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",44," <=50K"
"28068",24," Private"," 12th"," Never-married"," Craft-repair"," Other-relative"," White"," Male",40," <=50K"
"475",67," Private"," Assoc-voc"," Divorced"," Other-service"," Not-in-family"," White"," Female",24," <=50K"
"19954",29," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," <=50K"
"10848",42," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",48," <=50K"
"14646",32," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",2," <=50K"
"18612",31," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"17904",58," State-gov"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"14209",40," Federal-gov"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"17735",51," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",60," <=50K"
"17314",33," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",45," <=50K"
"5693",31," Private"," HS-grad"," Never-married"," Other-service"," Own-child"," White"," Female",35," <=50K"
"3564",51," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",38," <=50K"
"18720",32," Local-gov"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," <=50K"
"5989",43," Private"," Some-college"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"16917",59," Private"," HS-grad"," Widowed"," Other-service"," Not-in-family"," White"," Female",10," <=50K"
"27370",28," Self-emp-not-inc"," 5th-6th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",25," <=50K"
"7633",27," Private"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",65," <=50K"
"14242",40," Self-emp-not-inc"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"22181",44," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," <=50K"
"13872",55," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",72," <=50K"
"15546",53," Private"," HS-grad"," Widowed"," Sales"," Not-in-family"," White"," Female",30," <=50K"
"25594",27," State-gov"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Male",12," <=50K"
"14268",23," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," <=50K"
"17149",45," Local-gov"," Some-college"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"20794",51," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," <=50K"
"2788",20," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Female",50," <=50K"
"21026",19," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",50," <=50K"
"23885",42," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Male",40," <=50K"
"21132",58," Private"," 7th-8th"," Widowed"," Other-service"," Not-in-family"," Other"," Female",30," <=50K"
"23813",22," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"29953",48," Private"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," <=50K"
"22637",21," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"29889",25," Private"," Masters"," Never-married"," Prof-specialty"," Unmarried"," White"," Male",45," <=50K"
"6110",41," Private"," Assoc-acdm"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"16566",35," Private"," Assoc-voc"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"8604",62," Local-gov"," 7th-8th"," Widowed"," Other-service"," Not-in-family"," Black"," Female",35," <=50K"
"16449",44," Self-emp-not-inc"," Masters"," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"14731",39," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"13678",70," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",35," <=50K"
"8460",40," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"11844",26," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"7956",45," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"16815",46," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"7563",61," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"27209",44," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," <=50K"
"3952",24," Federal-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",45," <=50K"
"21279",19," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",12," <=50K"
"26053",19," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",25," <=50K"
"10864",23," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"21031",41," Private"," 5th-6th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," <=50K"
"24569",56," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"9209",22," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"16425",37," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",40," <=50K"
